block_num	exp_num	worker_id	block_type	task_name	task_params	exp_status	timestamp	performance
0	0	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003357.986948	0.0
0	1	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.004537	0.8333140437456921
0	2	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.005535	1.6665123628238687
0	3	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.005535	2.4994792968420665
0	4	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.005535	3.3320993138822974
0	5	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.005535	4.164257074548594
0	6	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.005535	4.9958374957880025
0	7	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	5.8267258144093725
0	8	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	6.6568076502262485
0	9	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	7.485969068749898
0	10	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	8.314096643359981
0	11	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	9.141077516881179
0	12	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.006534	9.96679946249559
0	13	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	10.791150943921402
0	14	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	11.614021174790668
0	15	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	12.435300177159615
0	16	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	13.254878839087825
0	17	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	14.072648971223089
0	18	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	14.888503362331807
0	19	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.007539	15.70233583371634
0	20	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	16.51404129246292
0	21	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	17.323515783466004
0	22	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	18.13065654017716
0	23	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	18.935362034029524
0	24	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	19.7375320224904
0	25	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.008543	20.537067595698353
0	26	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	21.333871221642276
0	27	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	22.12784678984441
0	28	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	22.918899653509904
0	29	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	23.706936670110544
0	30	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	24.491866240370918
0	31	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	25.273598345629612
0	32	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.009535	26.05204458355026
0	33	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	26.82711820216015
0	34	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	27.59873413219678
0	35	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	28.36680901774622
0	36	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	29.13126124515908
0	37	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	29.892010970233528
0	38	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	30.64898014365667
0	39	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.010533	31.402092534699765
0	40	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	32.15127375316342
0	41	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	32.8964512695741
0	42	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	33.637554433633234
0	43	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	34.3745144909251
0	44	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	35.10726459789084
0	45	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.011535	35.8357398350786
0	46	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	36.5598772186825
0	47	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	37.27961571038545
0	48	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	37.9948962255225
0	49	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	38.7056616395842
0	50	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	39.411856793081455
0	51	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	40.113428494794576
0	52	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.012534	40.81032552343249
0	53	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	41.50249862772832
0	54	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	42.1899005250008
0	55	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	42.872485898211174
0	56	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	43.550211391548
0	57	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	44.223035604572615
0	58	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	44.89091908496044
0	59	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.013534	45.553824319873385
0	60	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	46.21171572600098
0	61	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	46.86455963830753
0	62	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	47.51232429752499
0	63	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	48.1549798364308
0	64	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	48.792498264951604
0	65	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	49.424853454133896
0	66	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.014535	50.052021119023514
0	67	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	50.673978800496
0	68	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	51.29070584608086
0	69	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	51.90218338982222
0	70	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	52.5083943312195
0	71	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	53.1093233132909
0	72	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	53.70495669980353
0	73	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.015535	54.29528255171287
0	74	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	54.88029060285573
0	75	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	55.459972234938235
0	76	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	56.03432045186349
0	77	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	56.603329853439696
0	78	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	57.166996608511724
0	79	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	57.725318427557596
0	80	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.016535	58.27829453479101
0	81	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	58.82592563981053
0	82	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	59.36821390883533
0	83	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	59.90516293556707
0	84	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	60.43677771171634
0	85	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	60.96306459723198
0	86	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.017534	61.48403129026969
0	87	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	61.99968679693739
0	88	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	62.51004140085175
0	89	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	63.015106632541126
0	90	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	63.51489523872873
0	91	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	64.00942115152839
0	92	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	64.49869945758525
0	93	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.018533	64.98274636719204
0	94	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	65.46157918341109
0	95	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	65.93521627123083
0	96	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	66.40367702678489
0	97	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	66.86698184666082
0	98	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	67.32515209732412
0	99	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	67.77821008468294
0	100	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.019535	68.22617902381698
0	101	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	68.66908300889354
0	102	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	69.10694698329306
0	103	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	69.53979670996446
0	104	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	69.96765874203055
0	105	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	70.39056039366211
0	106	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.020534	70.8085297112391
0	107	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	71.22159544481524
0	108	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	71.62978701990244
0	109	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	72.03313450959006
0	110	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	72.43166860701287
0	111	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	72.82542059818114
0	112	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	73.21442233518528
0	113	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.021534	73.59870620978586
0	114	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	73.97830512740042
0	115	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	74.35325248149616
0	116	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	74.72358212839742
0	117	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	75.08932836251674
0	118	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	75.45052589201566
0	119	0	train	task1	"{""name"": ""task1"", ""min_perf"": 0, ""max_perf"": 100, ""difficultly"": 0.3, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20201022T003358.022534	75.80720981490316
