block_num	exp_num	worker_id	block_type	task_name	task_params	exp_status	timestamp	performance
0	0	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.028938	2.5
0	1	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	3.196416727646957
0	2	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	3.8927623984047726
0	3	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	4.588965984381748
0	4	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	5.284956515655734
0	5	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	5.980663109196261
0	6	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	6.676014997711206
0	7	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	7.370941558393281
0	8	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.036917	8.065372341541703
0	9	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	8.759237099034053
0	10	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	9.452465812624471
0	11	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	10.144988722043678
0	12	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	10.83673635287724
0	13	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	11.527639544198541
0	14	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	12.217629475933201
0	15	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	12.906637695932309
0	16	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	13.594596146732385
0	17	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	14.28143719197975
0	18	task3_1	train	task3_1	"{""name"": ""task3_1"", ""min_perf"": 2.5, ""max_perf"": 100, ""difficulty"": 0.35, ""starting_perf"": null, ""starting_exp"": 0}"	complete	20210415T145944.037914	14.967093642498307
